filename,variable,group_id,mean,sd,n,r,se,error_type,plot_type,
407_r.png,r,c-solitary,0.233783797040485,0.212349433148896,5,NA,0.0949655535008958,sd,boxplot,Boxplot whiskers not shown; Q1=0 used as proxy for Min.
407_r.png,r,fs-social,0.868243292476944,0.208011399431949,4,NA,0.104005699715974,sd,boxplot,
407_r.png,r,fs-solitary,0.748648691100742,0.463570767218899,4,NA,0.231785383609449,sd,boxplot,
265_data1.png,visit rate,c-hb,0.000102717360256742,0.000253684008952788,17,NA,6.15274096730871e-05,se,mean_error,
265_data1.png,visit rate,fs-hb,0.00011297192853559,0.000335239701278517,19,NA,7.69092620913588e-05,se,mean_error,
1155_a_ca.png,y,c1,70.873097918306,14.0963238450766,3,NA,8.13851636653914,se,mean_error,
1155_a_ca.png,y,c2,95.2886470179233,42.2889715352299,3,NA,24.4155490996174,se,mean_error,
1155_a_ca.png,y,ab1,91.2193888346538,77.5297811479214,3,NA,44.7618400159652,se,mean_error,
1155_a_ca.png,y,ab2,164.466036133506,126.86691460569,3,NA,73.2466472988521,se,mean_error,
1155_a_ca.png,y,ad1,229.574167065819,176.204048063458,3,NA,101.731454581739,se,mean_error,
1155_a_ca.png,y,ad2,160.396777950236,112.770590760613,3,NA,65.108130932313,se,mean_error,
1155_a_ca.png,y,pb1,774.85476362394,239.637505366302,3,NA,138.354778231165,se,mean_error,
1155_a_ca.png,y,pb2,770.78550544067,260.781991133917,3,NA,150.562552780974,se,mean_error,
1155_a_ca.png,y,pd1,734.162181791244,296.022800746609,3,NA,170.908843697321,se,mean_error,
1155_a_ca.png,y,pd2,518.491498077958,183.252209985996,3,NA,105.800712765009,se,mean_error,
1155_a_ca.png,y,m1,636.499985392775,260.781991133917,3,NA,150.562552780974,se,mean_error,
1155_a_ca.png,y,m2,538.837788994305,197.348533831073,3,NA,113.939229131548,se,mean_error,
1155_a_fl.png,y,c1,56.4397357724519,83.8227057490123,3,NA,48.395061728395,se,mean_error,
1155_a_fl.png,y,c2,9.77306910578528,14.9683403123237,3,NA,8.64197530864199,se,mean_error,
1155_a_fl.png,y,ab1,232.736032068748,80.8290376865475,3,NA,46.6666666666666,se,mean_error,
1155_a_fl.png,y,ab2,227.550846883563,125.734058623519,3,NA,72.5925925925926,se,mean_error,
1155_a_fl.png,y,ad1,167.057019723069,65.860697374224,3,NA,38.0246913580247,se,mean_error,
1155_a_fl.png,y,ad2,227.550846883563,167.645411498025,3,NA,96.7901234567902,se,mean_error,
1155_a_fl.png,y,pb1,87.550846883563,65.860697374224,3,NA,38.0246913580247,se,mean_error,
1155_a_fl.png,y,pb2,61.6249209576371,29.9366806246473,3,NA,17.283950617284,se,mean_error,
1155_a_fl.png,y,pd1,106.563192562575,53.8860251243651,3,NA,31.1111111111111,se,mean_error,
1155_a_fl.png,y,pd2,77.1804765131926,32.930348687112,3,NA,19.0123456790124,se,mean_error,
1155_a_fl.png,y,m1,237.921217253933,71.8480334991534,3,NA,41.4814814814815,se,mean_error,
1155_a_fl.png,y,m2,211.995291328007,47.8986889994356,3,NA,27.6543209876543,se,mean_error,
1155_a_mi.png,y,c1,4.06342218037793,3.41716256886217,3,NA,1.97289972899729,se,mean_error,
1155_a_mi.png,y,c2,7.02277177387387,7.97337932734507,3,NA,4.60343270099367,se,mean_error,
1155_a_mi.png,y,ab1,15.2431873113626,1.13905418962073,3,NA,0.657633242999097,se,mean_error,
1155_a_mi.png,y,ab2,22.8059696058522,17.0858128443109,3,NA,9.86449864498644,se,mean_error,
1155_a_mi.png,y,ad1,16.2296371758612,3.98668966367255,3,NA,2.30171635049685,se,mean_error,
1155_a_mi.png,y,ad2,11.9550210963671,4.5562167584829,3,NA,2.63053297199639,se,mean_error,
1155_a_mi.png,y,pb1,40.2332505453282,13.0991231806384,3,NA,7.56278229448962,se,mean_error,
1155_a_mi.png,y,pb2,40.5620671668278,11.9600689910176,3,NA,6.90514905149051,se,mean_error,
1155_a_mi.png,y,pd1,24.7788693348495,3.41716256886216,3,NA,1.97289972899728,se,mean_error,
1155_a_mi.png,y,pd2,57.0028982418052,27.3373005508973,3,NA,15.7831978319783,se,mean_error,
1155_a_mi.png,y,m1,20.5042532553553,5.69527094810363,3,NA,3.28816621499548,se,mean_error,
1155_a_mi.png,y,m2,30.6975685218413,2.84763547405181,3,NA,1.64408310749774,se,mean_error,
